"","submission_id","ID","QUD","RT","age","comments","correctness","d","education","endTime","expected","experiment_id","gender","key1","key2","key_pressed","languages","m","n","pbait","picture","ptarget","question","startDate","startTime","stim_type","timeSpent","trial_name","trial_number"
"1",1,"Example","Example",3728,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",1,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",1
"2",1,"Example","Example",1619,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",1,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",2
"3",1,"Example","Example",1025,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",1,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",3
"4",1,"Example","Example",1923,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",1,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",4
"5",1,"Example","Example",2450,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",1,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",5
"6",1,"Example","Example",826,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",1,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",6
"7",1,"Example","Example",1206,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",1,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",7
"8",1,"Example","Example",1750,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",1,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",8
"9",1,"Example","Example",868,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",1,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",9
"10",1,"Example","Example",3459,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",1,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",10
"11",1,"Example","Example",1314,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",2,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",1
"12",1,"Example","Example",1157,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",2,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",2
"13",1,"Example","Example",3267,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",2,"Example","Example","Example","Example","Example","Example","target","Example","practice",3
"14",1,"Example","Example",1189,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",2,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",4
"15",1,"Example","Example",1127,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",2,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",5
"16",1,"Example","Example",1215,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",2,"Example","Example","Example","Example","Example","Example","target","Example","practice",6
"17",1,"Example","Example",1853,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",2,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",7
"18",1,"Example","Example",1430,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",2,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",8
"19",1,"Example","Example",1247,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",2,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",9
"20",1,"Example","Example",1243,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",2,"Example","Example","Example","Example","Example","Example","target","Example","practice",10
"21",1,"Example","Example",2275,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",3,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",1
"22",1,"Example","Example",932,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",3,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",2
"23",1,"Example","Example",1054,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",3,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",3
"24",1,"Example","Example",1176,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",3,"Example","Example","Example","Example","Example","Example","target","Example","practice",4
"25",1,"Example","Example",1797,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",3,"Example","Example","Example","Example","Example","Example","target","Example","practice",5
"26",1,"Example","Example",965,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",3,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",6
"27",1,"Example","Example",1615,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",3,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",7
"28",1,"Example","Example",1780,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",3,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",8
"29",1,"Example","Example",1997,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",3,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",9
"30",1,"Example","Example",1350,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",3,"Example","Example","Example","Example","Example","Example","target","Example","practice",10
"31",1,"Example","Example",2792,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",1
"32",1,"Example","Example",1237,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",2
"33",1,"Example","Example",910,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",3
"34",1,"Example","Example",1383,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",4
"35",1,"Example","Example",1110,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",5
"36",1,"Example","Example",2917,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","practice",6
"37",1,"Example","Example",1323,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",7
"38",1,"Example","Example",1903,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","practice",8
"39",1,"Example","Example",2846,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","practice",9
"40",1,"Example","Example",1589,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",10
"41",1,"Example","Example",3562,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",1
"42",1,"Example","Example",887,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",2
"43",1,"Example","Example",926,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",3
"44",1,"Example","Example",1533,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",4
"45",1,"Example","Example",2192,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",5
"46",1,"Example","Example",3265,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","practice",6
"47",1,"Example","Example",2802,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","practice",7
"48",1,"Example","Example",1320,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",8
"49",1,"Example","Example",2422,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",9
"50",1,"Example","Example",2053,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",10
"51",1,"Example","Example",2734,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","practice",11
"52",1,"Example","Example",1637,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",12
"53",1,"Example","Example",853,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",13
"54",1,"Example","Example",1966,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","practice",14
"55",1,"Example","Example",2869,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",15
"56",1,"Example","Example",1677,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",16
"57",1,"Example","Example",2191,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","practice",17
"58",1,"Example","Example",1455,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",18
"59",1,"Example","Example",2011,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","practice",19
"60",1,"Example","Example",3086,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","practice",20
"61",1,"Example","Example",3539,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",1
"62",1,"Example","Example",2230,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",2
"63",1,"Example","Example",2350,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",3
"64",1,"Example","Example",1165,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",4
"65",1,"Example","Example",1333,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",5
"66",1,"Example","Example",1582,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",6
"67",1,"Example","Example",1886,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",7
"68",1,"Example","Example",1180,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",8
"69",1,"Example","Example",1999,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",9
"70",1,"Example","Example",1141,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",10
"71",1,"Example","Example",2918,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",11
"72",1,"Example","Example",1684,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","control",12
"73",1,"Example","Example",1254,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",13
"74",1,"Example","Example",1597,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",14
"75",1,"Example","Example",3787,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",15
"76",1,"Example","Example",1785,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",16
"77",1,"Example","Example",1117,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",17
"78",1,"Example","Example",2830,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",18
"79",1,"Example","Example",1349,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",19
"80",1,"Example","Example",1199,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","control",20
"81",1,"Example","Example",990,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",21
"82",1,"Example","Example",1150,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",22
"83",1,"Example","Example",2387,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",23
"84",1,"Example","Example",1040,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",24
"85",1,"Example","Example",1117,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","control",25
"86",1,"Example","Example",1501,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",26
"87",1,"Example","Example",1797,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",27
"88",1,"Example","Example",1248,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",28
"89",1,"Example","Example",781,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",29
"90",1,"Example","Example",1718,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",30
"91",1,"Example","Example",2700,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",31
"92",1,"Example","Example",1222,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",32
"93",1,"Example","Example",3003,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","control",33
"94",1,"Example","Example",1070,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",34
"95",1,"Example","Example",1111,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",35
